,RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,label
5526,CA00-0000014954,2004,1,Lake,Clearlake,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,2.0
5527,CA00-0000015060,2004,2,Lake,Clearlake,1,1,Hispanic,1,Intimidation,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,2.0
5528,CA00-0000015567,2004,6,Lassen,Susanville,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Daubing of swastika,2.0
5529,CA00-0000015881,2004,8,Lassen,Susanville,1,1,White,1,Intimidation,Violent Crimes,School/college,Anti-Jewish,Religion,Person,None,Daubing of swastika,2.0
5530,CA00-0000014950,2004,1,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,4.0
5531,CA00-0000014987,2004,1,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
5532,CA00-0000015037,2004,2,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,3,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,4.0
5533,CA00-0000015096,2004,2,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,1,Intimidation,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,4.0
5534,CA00-0000015095,2004,3,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5535,CA00-0000015097,2004,3,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Burglary,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,4.0
5536,CA00-0000015456,2004,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Restaurant,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5537,CA00-0000015458,2004,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5538,CA00-0000015459,2004,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,4.0
5539,CA00-0000015460,2004,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,2,Robbery,Violent Crimes,Jail/Prison,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5540,CA00-0000015461,2004,5,Los Angeles,Los Angeles Co. Sheriff's Department,2,2,Black or African American,2,Robbery,Violent Crimes,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5541,CA00-0000015429,2004,6,Los Angeles,Los Angeles Co. Sheriff's Department,2,2,White,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,4.0
5542,CA00-0000015431,2004,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Burglary,Property Crimes,School/college,Anti-Jewish,Religion,Government,None,Daubing of swastika,4.0
5543,CA00-0000015440,2004,7,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Arson, fire",Other,4.0
5544,CA00-0000015474,2004,7,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,4.0
5545,CA00-0000015477,2004,7,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,White,1,Intimidation,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5546,CA00-0000015479,2004,7,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,3,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5547,CA00-0000015482,2004,7,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5548,CA00-0000015498,2004,7,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Other,None,Daubing of swastika,4.0
5549,CA00-0000015621,2004,7,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Government,None,Daubing of swastika,4.0
5550,CA00-0000015572,2004,8,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
5551,CA00-0000015622,2004,8,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5552,CA00-0000015813,2004,9,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Burglary,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,"Other ( bottle, rocks, spitting)",Graffiti,4.0
5553,CA00-0000015814,2004,9,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
5554,CA00-0000015815,2004,9,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Threatening letters/flyers/email,4.0
5555,CA00-0000015905,2004,9,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5556,CA00-0000015898,2004,10,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
5557,CA00-0000015899,2004,10,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
5558,CA00-0000015909,2004,10,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5559,CA00-0000016024,2004,11,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Damage to vehicle,4.0
5560,CA00-0000016028,2004,11,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,4.0
5561,CA00-0000016038,2004,11,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5562,CA00-0000016040,2004,11,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Graffiti,4.0
5563,CA00-0000016041,2004,11,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5564,CA00-0000016091,2004,11,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Intimidation,Violent Crimes,School/college,Anti-Jewish,Religion,Person,None,Threatening letters/flyers/email,4.0
5565,CA00-0000016134,2004,12,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5566,CA00-0000016333,2004,12,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
5567,CA00-0000015081,2004,2,Los Angeles,Alhambra,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5568,CA00-0000014955,2004,1,Los Angeles,Arcadia,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Asian,Race/Ethnicity/Ancestry,Religious,None,Graffiti,4.0
5569,CA00-0000015420,2004,5,Los Angeles,Artesia,1,1,Black or African American,1,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5570,CA00-0000015914,2004,10,Los Angeles,Artesia,1,1,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,"Other ( bottle, rocks, spitting)",Other,4.0
5571,CA00-0000015900,2004,10,Los Angeles,Avalon,1,3,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,4.0
5572,CA00-0000015070,2004,2,Los Angeles,Azusa,1,1,Hispanic,3,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5573,CA00-0000016064,2004,10,Los Angeles,Azusa,1,0,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,4.0
5574,CA00-0000014964,2004,1,Los Angeles,Baldwin Park,1,1,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,4.0
5575,CA00-0000015262,2004,4,Los Angeles,Baldwin Park,1,1,Hispanic,1,Intimidation,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5576,CA00-0000016039,2004,11,Los Angeles,Bellflower,2,2,White,1,Simple Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5577,CA00-0000014956,2004,1,Los Angeles,Beverly Hills,2,2,White,1,Intimidation,Violent Crimes,Bank/Savings and Loan,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5578,CA00-0000014965,2004,1,Los Angeles,Beverly Hills,1,1,Unknown,0,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Jewish,Religion,Person,None,Annoying telephone calls/fax,4.0
5579,CA00-0000015371,2004,3,Los Angeles,Beverly Hills,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Business,None,Graffiti,4.0
5580,CA00-0000015372,2004,3,Los Angeles,Beverly Hills,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion,Business,None,Graffiti,4.0
5581,CA00-0000015246,2004,4,Los Angeles,Beverly Hills,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Jewish,Religion,Government,None,Daubing of swastika,4.0
5582,CA00-0000015563,2004,6,Los Angeles,Beverly Hills,1,1,Hispanic,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5583,CA00-0000015856,2004,9,Los Angeles,Beverly Hills,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,None,Daubing of swastika,4.0
5584,CA00-0000015860,2004,9,Los Angeles,Beverly Hills,1,1,East Indian/Asian Indian,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5585,CA00-0000015877,2004,9,Los Angeles,Beverly Hills,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5586,CA00-0000016056,2004,10,Los Angeles,Beverly Hills,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Hotel/Motel/etc.,Anti-Jewish,Religion,Business,None,Graffiti,4.0
5587,CA00-0000016057,2004,10,Los Angeles,Beverly Hills,1,1,Unknown,0,Intimidation,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,4.0
5588,CA00-0000016058,2004,10,Los Angeles,Beverly Hills,1,1,Unknown,0,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,4.0
5589,CA00-0000016060,2004,10,Los Angeles,Beverly Hills,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,None,Verbal slurs,4.0
5590,CA00-0000015134,2004,3,Los Angeles,Burbank,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
5591,CA00-0000015135,2004,3,Los Angeles,Burbank,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Daubing of swastika,4.0
5592,CA00-0000016220,2004,11,Los Angeles,Burbank,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Drug Store/Dr Office/Hospital,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,None,Daubing of swastika,4.0
5593,CA00-0000015335,2004,5,Los Angeles,Claremont,1,1,White,1,Intimidation,Violent Crimes,School/college,Anti-Jewish,Religion,Person,None,Verbal slurs,4.0
5594,CA00-0000015402,2004,5,Los Angeles,Claremont,2,2,East Indian/Asian Indian,1,Intimidation,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5595,CA00-0000015536,2004,8,Los Angeles,Compton,2,2,Unknown,0,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
5596,CA00-0000015209,2004,3,Los Angeles,Covina,1,1,Hispanic,1,Simple Assault,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5597,CA00-0000015837,2004,9,Los Angeles,Covina,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,None,Daubing of swastika,4.0
5598,CA00-0000016043,2004,10,Los Angeles,Covina,1,1,Hispanic,3,Simple Assault,Violent Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5599,CA00-0000015126,2004,3,Los Angeles,Cudahy,1,1,Hispanic,4,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5600,CA00-0000015562,2004,6,Los Angeles,Cudahy,1,0,Unknown,2,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Government,None,Daubing of swastika,4.0
5601,CA00-0000015228,2004,1,Los Angeles,Cerritos,1,1,Hispanic,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,4.0
5602,CA00-0000015256,2004,2,Los Angeles,Cerritos,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,None,Daubing of swastika,4.0
5603,CA00-0000015320,2004,4,Los Angeles,Cerritos,3,3,Hispanic,4,Robbery,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5604,CA00-0000015425,2004,6,Los Angeles,Cerritos,2,2,White,1,Aggravated Assault,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
5605,CA00-0000016029,2004,11,Los Angeles,Cerritos,3,3,Group of Multiple Races,3,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5606,CA00-0000016054,2004,10,Los Angeles,Downey,1,1,Hispanic,2,Simple Assault,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5607,CA00-0000016359,2004,12,Los Angeles,Downey,1,1,Hispanic,5,Aggravated Assault,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5608,CA00-0000015441,2004,7,Los Angeles,Duarte,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Annoying telephone calls/fax,4.0
5609,CA00-0000015182,2004,3,Los Angeles,El Monte,2,2,Hispanic,6,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5610,CA00-0000015363,2004,5,Los Angeles,El Monte,1,1,Hispanic,3,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,4.0
5611,CA00-0000015364,2004,5,Los Angeles,El Monte,1,1,Hispanic,2,Robbery,Violent Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,4.0
5612,CA00-0000016015,2004,10,Los Angeles,El Monte,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5613,CA00-0000016018,2004,10,Los Angeles,El Monte,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
5614,CA00-0000016071,2004,10,Los Angeles,El Monte,1,1,Hispanic,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
5615,CA00-0000016208,2004,10,Los Angeles,Glendale,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,4.0
