MonthOccurrence,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,conviction-rate
4,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,None,Graffiti,0.5149700598802395
7,1,0,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry,Religious,None,Graffiti,0.5149700598802395
10,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,0.5149700598802395
3,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Government,None,Graffiti,0.5149700598802395
5,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Government,None,Graffiti,0.5149700598802395
7,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.5149700598802395
11,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Annoying telephone calls/fax,0.5149700598802395
6,1,1,Black or African American,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,None,Verbal slurs,0.5149700598802395
8,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.5149700598802395
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,0.5149700598802395
8,1,1,Group of Multiple Races,2,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.5149700598802395
2,1,1,Unknown,0,Intimidation,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.5149700598802395
3,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.5149700598802395
7,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,0.5149700598802395
11,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
7,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,0.5149700598802395
7,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.5149700598802395
7,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,0.5149700598802395
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.5149700598802395
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Damage to vehicle,0.5149700598802395
2,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.5149700598802395
3,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,0.5149700598802395
3,1,1,Unknown,0,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.5149700598802395
3,1,1,Black or African American,1,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.5149700598802395
4,1,1,Black or African American,1,Simple Assault,Violent Crimes,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
4,1,1,Unknown,0,Larceny-Theft,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.5149700598802395
5,2,2,White,2,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.5149700598802395
6,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.5149700598802395
6,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
6,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
6,1,1,Hispanic,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
7,1,1,Unknown,0,Larceny-Theft,Property Crimes,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.5149700598802395
7,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Threatening letters/flyers/email,0.5149700598802395
8,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
8,1,1,Unknown,0,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.5149700598802395
8,1,1,Hispanic,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.5149700598802395
9,1,1,Group of Multiple Races,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
9,1,1,Black or African American,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
9,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
9,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,0.5149700598802395
10,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,School/college,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
10,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
11,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.5149700598802395
11,1,1,Black or African American,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.5149700598802395
11,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,0.5149700598802395
12,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.5149700598802395
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry,Religious,None,Graffiti,0.5149700598802395
11,1,1,White,3,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.5149700598802395
2,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.5149700598802395
12,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion,Person,None,Verbal slurs,0.5149700598802395
10,2,2,White,1,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
10,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
11,1,1,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.5149700598802395
6,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.5149700598802395
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Other Religion,Religion,Government,None,Graffiti,0.5149700598802395
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Government,None,Graffiti,0.5149700598802395
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Government,None,Graffiti,0.5149700598802395
11,3,3,Group of Multiple Races,4,Simple Assault,Violent Crimes,School/college,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Disturbing public assembly/meeting,0.5149700598802395
1,1,1,White,1,Simple Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
11,1,0,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Government,None,Graffiti,0.5149700598802395
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.5149700598802395
1,1,1,Unknown,2,Simple Assault,Violent Crimes,School/college,Anti-Female,Gender,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
9,1,1,Black or African American,3,Robbery,Violent Crimes,Grocery/Supermarket,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
4,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.5149700598802395
10,2,2,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.5149700598802395
1,2,2,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.5149700598802395
1,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Female,Gender,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
1,1,1,Black or African American,1,Robbery,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.5149700598802395
2,1,1,Hispanic,1,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
2,1,1,Black or African American,1,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.5149700598802395
2,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.5149700598802395
5,1,1,Black or African American,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.5149700598802395
6,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
6,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Handgun,Verbal slurs,0.5149700598802395
6,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,None,Annoying telephone calls/fax,0.5149700598802395
7,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.5149700598802395
7,1,1,Group of Multiple Races,3,Rape,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
8,2,2,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
9,1,1,Hispanic,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
9,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.5149700598802395
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.5149700598802395
10,1,1,Black or African American,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
11,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
11,1,1,Hispanic,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion,Person,None,Verbal slurs,0.5149700598802395
12,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.5149700598802395
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.5149700598802395
8,2,2,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,None,Verbal slurs,0.5149700598802395
1,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
1,1,0,Group of Multiple Races,3,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Asian,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.5149700598802395
10,3,3,Hispanic,15,Simple Assault,Violent Crimes,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
4,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Bar/Night Club,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.5149700598802395
10,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-White,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.5149700598802395
3,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.5149700598802395
3,1,1,White,2,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,None,Damage to vehicle,0.5149700598802395
10,2,2,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,0.5149700598802395
12,1,1,White,1,Aggravated Assault,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
2,1,1,Hispanic,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.5149700598802395
3,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Religious,None,Graffiti,0.5149700598802395
1,1,0,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Government,None,Graffiti,0.5149700598802395
7,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,None,Graffiti,0.5149700598802395
10,1,1,White,1,Simple Assault,Violent Crimes,School/college,Anti-Bisexual,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.5149700598802395
10,1,1,White,1,Simple Assault,Violent Crimes,Other/Unknown,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.5149700598802395
1,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Annoying telephone calls/fax,0.5149700598802395
3,2,2,Unknown,2,Simple Assault,Violent Crimes,Other/Unknown,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.5149700598802395
